Title,initial
"How small must $x$ be to have $\frac{1}{2} \cdot 10^{-8}$ accuracy?","2016"
"Proof that $x_n \to 0$ as $n\to \infty$ and $x_n\gt 0$ $\implies$ $\{x_n\}$ has a max","2016"
"For which values of $x$ does $\frac {x+x^n}{1+x^n}$ converge and to what?","2016"
"Real Analysis question dealing with Intermediate Value Theorem. Or is there another way to do it?","2014"
"Cantor Set Closed","2014"
"Question regarding standard proof to: If f is continuous on [a,b] then f is bounded on [a,b].","2014"
"Prove that if $n$ is odd, then there is a number $x$ such that $x^n+\phi(x)=0$","2013"
"Prove that if $F$ is a nonempty closed subset of $\Bbb R$ and $x \notin F$, then $\exists y \in F$ s.t. $|z-x| \geq |y-x|$ for all $z \in F$.","2015"
"Continuous injective map is strictly monotonic","2014"
"Show that two metrics are equivalent.","2015"
"Intuition for Jensen inequality.","2016"
"Does this definition of archimedean property guarantee that a set has no infinitely large or infinitely small elements?","2013"
"Differentiable and Not Continuous","2013"
"Dirichlet's Test in convergence","2015"
"S subset of E. S bounded and closed but not compact","2015"
"Find Borel functions $f,g$ that agree on a dense subset of R but not at $\lambda$-almost every $x\in R$","2011"
"Finite number of zeros?","2011"
"Inequality concerning operator norm","2015"
"If $A=\{ f^{-1}(y)\}$ is uncountable can we find an open interval $I$ such that the set $A$ is dense in $I$?","2014"
"Continuous vs. Monotone Functions","2014"
"The convergence in $L^p$ space","2011"
"Most efficient way to prove that $K$ is compact then $K$ is bounded in $R^k$","2015"
"Let {$x_{n}$} be a sequence in $\mathbb{R}$ such that $x_{n+1} - x_{n} \geq \frac{1}{n}$. Prove that $x_{n} \rightarrow + \infty$.","2015"
"Sequence of real numbers with Dirac measure $\mu=\sum_n \delta_{x_n}$. Functions $f,g$ agree $\mu$-a.e. iff f(x_n)=g(x_n) for each n","2011"
"$\epsilon$ definition of limit point","2013"
"Is there a nicer way to find this number?","2013"
"Is $f(x)=\sum_{n=0}^\infty a_nx^n$ for $x \in [0,1]$ uniformly convergent?","2015"
"Proof of Proposition on Limits ","2011"
"Prove the existence of limit of $x_{n+1}=x_n+\dfrac{x_n^2}{n^2}$","2016"
"Area under the graph of the function","2012"
"Sum of two upper semi continuous functions is upper semi continuous","2014"
"prove that $\int_{0}^{1}|f(x)|dx \leq \int_{0}^{1}|f'(x)|dx$","2014"
"Prove using the epsilon-delta defintion that $ \lim\limits_{x\to 0}\ \frac{1+x}{2-x}=\frac12$","2013"
"Another variant on Monotonicity and Differentiability","2014"
"Domain of Function Not Specified For Determining Limit At Point","2016"
"Prove that $f$ is not locally bounded on any point of $(0,1)$","2016"
"Property of absolute convergent serie","2016"
"Easy way to compute $\int_{-\pi}^\pi \cos^4(x)dx$.","2016"
"Iterating Orlicz norms","2015"
"Is it true that uniform convergent families of functions on R, aka {fn}, are also equicontinuous?","2015"
"Property of the Dini derivative","2013"
"Real Analysis - limits and differentiation","2013"
"How can , really, there be elements greater than the limit superior in a sequence?","2015"
"Does every uncountable subset of $\mathbb{R}$ have an uncountable closed subset?","2015"
"Why does $\left(1+ 1/k\right)^k$ converge to $e$ as $k \to\infty$?","2013"
"Essential conditions for Stone-Weierstrass theorem","2013"
"Show that ||f|| attains its maximum on a compact subset","2016"
"If E is a subset of a metric space X then E closure is closed.","2012"
"Monotonic function on $\mathbb{R}$","2011"
"Picard theorem for ODE.","2015"
"Examples of $\lim_{m \to \infty} \int_0^m f(x)dx$ exists but $\lim_{m \to \infty} \int_0^m |f(x)|dx$ doesn't exist？","2015"
"Boundary between all convergent series on one side and divergent series on the other side","2012"
"If $E$ is compact, then $m(E) = \lim\limits_{n \to \infty} m(\mathcal{O}_n)$","2012"
"Uniform convergence of series $\sum_{n=1}^{\infty}\frac{x}{n(1+nx^2)}$","2013"
"Baby Rudin Theorem 1.20 (b) Proof","2013"
"Difference between boundary point & limit point.","2015"
"f extends uniquely to a continuous f~:M~→M~ where M~ is the completion of M","2015"
"Difficulty with Question 14.6 of Munkres Analysis on Manifolds","2015"
"Easy example to illustrate that the following normed space is not complete","2011"
"Reverse Regularity of a Borel Measure","2012"
"Sufficient conditions for this function being constant","2015"
"Computing radius of convergence for series without coefficients explicitly defined","2014"
"Product of functions of class $C^r$","2013"
"Decreasing function Mean Value Theorem proof","2014"
"Is $AC(I)$ a separable space?","2014"
"If $\alpha$ is of bounded variation on $[a,b]$, then it is continuous almost everywhere on $[a,b]$","2014"
"Proof of the infinitude of rational and irrational numbers","2014"
"Essential Supremum with the continuous function?","2013"
"continuous function with precisely one point differentiability","2013"
"Taylor expansion of $ \arccos(\frac{1}{\sqrt{2}}+x)$, $ x\rightarrow0$","2011"
"Proving irrationals are dense in (0, 1)","2012"
"Prove that $|f(y)-f(x)|\le f(y-x)$ when $x$ and $y$ are in a vectorspace.","2016"
"Prove $\max\{x,y\}=\frac {(x-y)}{2} + \frac {(x+y)}{2}$","2013"
"Evaluate the series of function","2015"
"Can all functional powers of a diffeomorphism have bounded derivatives?","2015"
"Proposition 9 on chapter 3 of Royden and Fitzpatrick's Real Analysis","2016"
"There exists a rational sequence that converges to $\sqrt3$","2012"
"If $A$ and $B$ are bounded subsets of $\mathbb{R}$, show that $\sup{A\cup B}=\sup\{\sup A, \sup B\}$.","2013"
"Functions of Bounded and Unbounded Variations","2011"
"Is (a sort of) converse to MVT True or False?","2013"
"for each $x\in \mathbb{R}$ there exists an integer $n$ such that $x=y+2n$ for some $y\in [0,2)$","2014"
"Continuous functions/ Extreme value theorem","2014"
"Query regarding proof of Existence Theorem (1.19, pg-17, Baby Rudin)","2014"
"Uncountability of the Cantor Set","2011"
"Measurability of $\xi$ in the mean value theorem","2011"
"Does completeness imply the completeness axiom?","2014"
"Question 2.25 on Folland, Real Analysis","2014"
"What is the speciality of 'e' in mathematics?","2013"
"A Fallacious Argument on Open Cover of Rationals in $[0,1]$","2016"
"If $f:\mathbb{R}\to\mathbb{R}$ is a left continuous function can the set of discontinuous points of $f$ have positive Lebesgue measure?","2011"
"Prove the sequence $(x_n = \sin(\frac{n\pi}{100}))$ diverges.","2015"
"Hölder Inequality proof in Royden","2011"
"A sequence which is not comparable to polynomials","2011"
"finding upper bounds","2015"
"Diameter of Nested Sequence of Compact Set","2012"
"Intuition behind uniformly continuous functions","2015"
"Is the set of all infinite sequences of natural numbers which are eventually constant countable?","2015"
"Show $(-1)^n+\frac 1n$ diverges from the definition","2016"
"Prove that $f$ is continuous on $(0,1)$ if $f_n$ converges uniformly to $f$","2015"
"Question on ""Absolute value ""","2013"
"Should we prove this?","2013"
"Find the supremum of a set using the Density of Q in R","2016"
"Divergent Sequences Analysis","2012"
"If $f$ is bounded and left-continuous, can $f$ be nowhere continuous?","2015"
"A sequence pointwise convergent and equibounded in $L^2(\mathbb R)$ norm is weakly $L^2(\mathbb R)$ convergent","2011"
"$F$ smooth $\implies F=p=q$.","2015"
"Proving $f(x+a) \geq f(x)$ almost everywhere","2016"
"Theorem proof of local inclusions","2014"
"Bolzano - Weierstrass theorem for sequences","2014"
"Smoothness of a vector valued function","2015"
"Limit of sequence of real numbers","2015"
"Equality of Double Limits of Sequence of Real Numbers","2014"
"Questions based on Mean Value Theorems","2014"
"When does $\sum_{n=0}^\infty \frac{a_n x_n}{n!}f(b_nx)$ converge for given $f\in C_c^\infty(\Bbb{R})$ and $(a_n)_{n=0}^\infty$?","2015"
"First and Second Category","2014"
"Inverse image of surjective, continuous function between metric spaces.","2016"
"$h(x)={f(x)\over x}$ is decreasing or increasing or both over $[0,\infty)$","2013"
"$\displaystyle \lim_{n\to \infty}{(\int_{0}^{1}{(f(t))^ndt})^{\frac{1}{n}}}=\sup_{x\in[0,1]}{f(x)}$ for Riemann integrals without using Lebesgue","2014"
"Prove f is continuous at any a","2016"
"Counterexample for Interchange of Limits in integration","2015"
"what is the necessary and sufficient condition for primitive of a function","2012"
"Lebesgue- integrability of powers 2 and 3 of a function","2012"
"Intermediate value theorem for measurable functions","2012"
"Proof of continuity for a real function!","2012"
"how to find the series $x + x^{1 + \frac{1}{2}} + x^{1 + \frac{1}{2}+ \frac{1}{3}} +...$ is convergent.","2012"
"When can we can conclude that if a function vanishes on a non-degenerate interval, then that function must vanish everywhere?","2013"
"A basic question on limit point of a set","2013"
"Limit Theorems for the ArgMax of Function?","2015"
"Dense subset has at most one point on each horizontal/vertical line","2013"
"Order of differentiating in two variables","2013"
"How does one prove the Taylor's Theorem by the Cauchy's Mean Value Theorem?","2014"
"Positive function with zero lower integral","2013"
"Divergence-Convergence of the sequence $\sin(n!{\pi}\theta)$","2014"
"Is a collections of all continuous functions defined on [0,1] of a greater cardinality than c?","2013"
"$a_n$ converges. Prove that $(a_n)^2$ converges","2013"
"Analyticity of a function","2015"
"Are isometries of $\mathbb{R}$ always differentiable with constant derivate 1 or -1?","2016"
"How to find the integral $\lim_n \int_{-1}^{\infty}\frac{\sqrt{n}f(x)}{1+n x^2}dx$ where $f$ is continuous and integrable on $\mathbb{R}$","2014"
"Show that $f$ is increasing on $(a, b)$ if and only if $f^{\prime}(x) \geq0$ for all $x \in (a, b)$.","2013"
"Prove that $f^{(n)}(x) = 0$ for some $x$.","2013"
"Prove if $g$ has a fixed point in $(0,1)$, then $g^{\prime}(1) > 1$.","2013"
"Prove that the set of triples $\{(a,b,c)|a,b,c \in \mathbb{N}\}$ is countable","2014"
"Uniformly convergent subsequnce of equicontinuous and uniformly bounded sequnce fo functions","2014"
"I've been puzzling for two days now: how to prove, basically, that $b^x$ is increasing in $x$? (Rudin Chapter 1, problem 6)","2012"
"Question about terms of a sequence.","2012"
"AM-GM inequality proof","2014"
"Prove that $2^n\alpha-[2^n\alpha]$ is dense in [0,1]","2013"
"If $\frac{a_{n+1}}{a_n}$ converges to a real value L, then $\sqrt[n]{a_n}$ converges to $L$.","2016"
"Show that $\left|\int^{x+1}_{x}\sin(t^2)dt\right|<\frac1x$ for every positive $x$","2016"
"if $\|T_n\|\ge 1$ and $u_n$ converges $\implies\liminf_{n \to \infty}\|T_n(u_n)\|=L>0$","2012"
"few real analysis true/false questions.","2012"
"an real analysis problem of functions of improper integrals","2012"
"Find $\left| T \right|$ where is certain linear transformation from $C\left[ a,b\right]$ to $\Bbb R$ ...","2016"
"Showing that a function $f$ on some interval $I$ is a contractive function","2014"
"One question involving the Fundamental theorem of calculus","2013"
"Proving the map is jointly continuous","2013"
"pointwise convergence does not preserve differentiability","2013"
"How to simplify $\tan{\arcsin{\frac{y}{R}}/2}$?","2013"
"Limit for rational numbers","2016"
"If $\lim(x_n) \rightarrow x$ then show that $\lim(x_n)^2 \rightarrow x^2$","2016"
"Derivative of a differentiable everywhere function $f\colon \mathbb{R}\to\mathbb{R}$ is Borel measurable?","2011"
"Squeeze-defining a function","2011"
"Infinte Series with Conditions","2015"
"Values for which tetration to infinite heights (i.e., $x^{x^{x^{x^{.^{.^{.}}}}}}$) converges","2013"
"cubic polynomial equation $f(x)=0$ has a uniqe solution","2013"
"$\left(\int_a^b f(x)^n dx\right)^{1/n}$ converges to $\sup\{f(x):x\in [a,b]\}$.","2013"
"Inequality Related To Derivatives","2013"
"Completeness of sequence of reals with finitely many nonzero terms","2013"
"Exchange the order of limits","2016"
"About derivatives of real function","2011"
"Can every closed subset of real numbers be written as the countable (or finite) union of disjoint closed intervals?","2011"
"Given closed $C \subseteq \mathbb{R}$ find a sequence with subsequences convergent to every point in $C$ and nowhere else","2011"
"Calculating $\lim\limits_{n\to\infty}\frac{(\ln n)^{2}}{n}$","2013"
"$\Lambda$ for which $w(k)= k^3+8\Lambda \sin(k)$ has a minimum on x-axis.","2014"
"Why is the set of all integers not a sequence?","2014"
"Extending a function by continuity from a dense subset of a space","2011"
"Prove $\phi$ is a bijection","2015"
"Prove $p_n(x) \rightarrow \sqrt{x}$ uniformly as $n \rightarrow \infty$","2015"
"Question on Taylor series in real analysis","2015"
"a multiple choice question on monotone non-decreasing real-valued function on $\mathbb{R}$","2013"
"Trivials are not easy to prove.","2014"
"Existence of Continuous function","2013"
"does the given sequence always converge?","2013"
"Checking convergence","2013"
"If $\langle\nabla f(x) - \nabla f(y), x-y\rangle \geq 0$ then $H_f \geq 0$","2013"
"To prove a sequence converges, sufficient to show that difference between consecutive terms goes to 0?","2016"
"Doubly infinite sequence is a closed set","2015"
"Can a number be normal in an arbitrary set of bases?","2015"
"How this inequality works?","2015"
"Bounded variation implies Absolute Continuity","2013"
"Does a bijective map from $(-\pi/2,\pi/2)\to (0,1)$ exist?","2016"
"epsilon-delta proof","2012"
"When is $\lim_{r\to 0}\int_{-K}^K f(rx)dx=\int_{-K}^K \lim_{r\to 0} f(rx)dx$ true?","2013"
"Can one prove that the product rule depends on continuity of differentiable functions?","2015"
